runId,time,S,E,I1,I2,G1,G2,R,interventionStartTime,enableOnlineIntervention,enableOfflineIntervention,kOffline,kOnline,pRewire,initialOnlineSeeds,initialOfflineSeeds,seedId
T60_ontrue_offtrue_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781240928237,0.0,1000,0,0,0,0,0,0,60.0,true,true,4,6,0.1,10,10,11
T60_ontrue_offtrue_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781240928237,1.0,932,48,10,10,0,0,0,60.0,true,true,4,6,0.1,10,10,11
T60_ontrue_offtrue_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781240928237,2.0,927,34,21,15,0,0,3,60.0,true,true,4,6,0.1,10,10,11
T60_ontrue_offtrue_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781240928237,3.0,896,38,43,20,0,0,3,60.0,true,true,4,6,0.1,10,10,11
T60_ontrue_offtrue_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781240928237,4.0,849,65,60,23,0,0,3,60.0,true,true,4,6,0.1,10,10,11
T60_ontrue_offtrue_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781240928237,5.0,821,62,83,29,0,0,5,60.0,true,true,4,6,0.1,10,10,11
T60_ontrue_offtrue_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781240928237,6.0,777,59,113,44,0,0,7,60.0,true,true,4,6,0.1,10,10,11
T60_ontrue_offtrue_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781240928237,7.0,722,88,130,52,0,0,8,60.0,true,true,4,6,0.1,10,10,11
T60_ontrue_offtrue_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781240928237,8.0,681,72,170,69,0,0,8,60.0,true,true,4,6,0.1,10,10,11
T60_ontrue_offtrue_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781240928237,9.0,611,99,197,84,0,0,9,60.0,true,true,4,6,0.1,10,10,11
T60_ontrue_offtrue_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781240928237,10.0,561,90,236,99,0,0,14,60.0,true,true,4,6,0.1,10,10,11
T60_ontrue_offtrue_seed11_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781240928237,11.0,494,98,276,120,0,0,12,60.0,true,true,4,6,0.1,10,10,11
