runId,time,S,E,I1,I2,G1,G2,R,modelMode,interventionStartTime,enableOnlineIntervention,enableOfflineIntervention,kOffline,kOnline,pRewire,initialOnlineSeeds,initialOfflineSeeds,seedId
M0_T60_onfalse_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781363765850,0.0,1000,0,0,0,0,0,0,0,60.0,false,true,4,6,0.1,10,10,18
M0_T60_onfalse_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781363765850,1.0,933,47,10,10,0,0,0,0,60.0,false,true,4,6,0.1,10,10,18
M0_T60_onfalse_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781363765850,2.0,931,29,24,15,0,0,1,0,60.0,false,true,4,6,0.1,10,10,18
M0_T60_onfalse_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781363765850,3.0,899,37,43,20,0,0,1,0,60.0,false,true,4,6,0.1,10,10,18
M0_T60_onfalse_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781363765850,4.0,874,45,55,24,0,0,2,0,60.0,false,true,4,6,0.1,10,10,18
M0_T60_onfalse_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781363765850,5.0,844,49,70,32,0,0,5,0,60.0,false,true,4,6,0.1,10,10,18
M0_T60_onfalse_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781363765850,6.0,815,43,97,39,0,0,6,0,60.0,false,true,4,6,0.1,10,10,18
M0_T60_onfalse_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781363765850,7.0,778,54,114,45,0,0,9,0,60.0,false,true,4,6,0.1,10,10,18
M0_T60_onfalse_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781363765850,8.0,749,49,135,56,0,0,11,0,60.0,false,true,4,6,0.1,10,10,18
M0_T60_onfalse_offtrue_seed18_kon6_koff4_rewire0p1_or35p0_fr5p0_gOn0p05_gOff0p15_1781363765850,9.0,704,64,162,58,0,0,12,0,60.0,false,true,4,6,0.1,10,10,18
